distance_km,hour_sin,hour_cos,dow_sin,dow_cos,month,stop_index,stops_in_route,stops_remaining,route_progress,is_same_cluster,bearing_deg,cluster_dest_cat,vehicle_type,traffic_level,weather,time_to_next_stop_min
1.6362313955523988,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,2,3,24,20,0.13043478260869565,1,186.41016050752575,35,car,Unknown,Unknown,41.266666666666666
0.43879841049739915,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,2,4,24,19,0.17391304347826086,1,86.07561560912552,35,car,Unknown,Unknown,12.516666666666667
1.0148761171613216,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,2,5,24,18,0.21739130434782608,1,107.31628694594838,35,car,Unknown,Unknown,18.716666666666665
0.27812201403080733,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,2,6,24,17,0.2608695652173913,1,294.64585599695107,35,car,Unknown,Unknown,5.833333333333333
0.49213229974329886,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,2,7,24,16,0.30434782608695654,1,83.5380868795234,35,car,Unknown,Unknown,6.533333333333333
1.348475417040636,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,2,8,24,15,0.34782608695652173,1,354.7888445270036,35,car,Unknown,Unknown,30.4
1.0727205079086772,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,2,9,24,14,0.391304347826087,1,84.41156380440435,35,car,Unknown,Unknown,17.833333333333332
0.32190789485154664,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,2,10,24,13,0.43478260869565216,1,150.91752701543606,35,car,Unknown,Unknown,13.533333333333333
0.669905548330207,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,2,11,24,12,0.4782608695652174,1,224.17533502104425,35,car,Unknown,Unknown,18.183333333333334
0.4077583448642877,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,2,12,24,11,0.5217391304347826,1,0.32472188375277256,35,car,Unknown,Unknown,14.316666666666666
0.20170038336449805,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,2,13,24,10,0.5652173913043478,1,315.24004161875547,35,car,Unknown,Unknown,8.816666666666666
1.0758621966129085,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,2,14,24,9,0.6086956521739131,1,115.35064399625765,35,car,Unknown,Unknown,12.133333333333333
0.28317697869221164,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,2,15,24,8,0.6521739130434783,1,185.71814669358452,35,car,Unknown,Unknown,5.35
3.0409868605992716,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,2,16,24,7,0.6956521739130435,1,269.22013377501264,35,car,Unknown,Unknown,36.6
0.4394865520135364,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,2,17,24,6,0.7391304347826086,1,103.86190835595806,35,car,Unknown,Unknown,9.916666666666666
0.29004085123636447,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,2,18,24,5,0.782608695652174,1,335.10377909806493,35,car,Unknown,Unknown,3.75
1.1580944556862736,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,2,19,24,4,0.8260869565217391,1,352.13451528980727,35,car,Unknown,Unknown,30.016666666666666
2.1456123640654976,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,2,21,24,2,0.9130434782608695,1,342.3749484826988,35,car,Unknown,Unknown,19.35
0.7865995687906104,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,2,22,24,1,0.9565217391304348,1,188.18530367615725,35,car,Unknown,Unknown,10.666666666666666
0.37725227695756003,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,3,0,37,36,0.0,1,76.20383305426105,35,car,Unknown,Unknown,7.266666666666667
1.4103225862823983,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,3,1,37,35,0.027777777777777776,1,115.0754149579617,35,car,Unknown,Unknown,54.46666666666667
0.2795021705268508,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,3,2,37,34,0.05555555555555555,1,94.67726239371785,35,car,Unknown,Unknown,7.15
0.5048270225776906,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,3,3,37,33,0.08333333333333333,1,251.78804369671278,35,car,Unknown,Unknown,30.766666666666666
0.13462125789096938,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,3,4,37,32,0.1111111111111111,1,222.4725934952673,35,car,Unknown,Unknown,7.083333333333333
0.24225311086542192,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,3,5,37,31,0.1388888888888889,1,232.24376930440783,35,car,Unknown,Unknown,12.8
0.0808872955443833,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,3,7,37,29,0.19444444444444445,1,161.5382873745466,35,car,Unknown,Unknown,2.2333333333333334
0.49237073216773797,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,3,8,37,28,0.2222222222222222,1,261.0627163293678,35,car,Unknown,Unknown,18.916666666666668
0.271228752001142,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,3,9,37,27,0.25,1,4.09214880366801,35,car,Unknown,Unknown,14.566666666666666
1.0505413222656839,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,3,10,37,26,0.2777777777777778,1,321.49310334903646,35,car,Unknown,Unknown,22.95
2.0092790760356696,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,3,11,37,25,0.3055555555555556,1,152.82782258683903,35,car,Unknown,Unknown,46.61666666666667
1.7861012953167628,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,3,12,37,24,0.3333333333333333,1,13.282994837665456,35,car,Unknown,Unknown,15.866666666666667
1.2238375593774287,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,3,13,37,23,0.3611111111111111,1,176.79290290342635,35,car,Unknown,Unknown,6.533333333333333
0.28715030999803076,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,3,15,37,21,0.4166666666666667,1,346.3064460220711,35,car,Unknown,Unknown,5.2
0.48999201269600884,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,3,16,37,20,0.4444444444444444,1,167.13548946792866,35,car,Unknown,Unknown,9.233333333333333
0.9899093982084322,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,3,17,37,19,0.4722222222222222,1,153.32448008850133,35,car,Unknown,Unknown,6.05
0.48654307427380716,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,3,18,37,18,0.5,1,52.22929092562441,35,car,Unknown,Unknown,8.75
0.9185350134510345,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,3,19,37,17,0.5277777777777778,1,113.21901370573858,35,car,Unknown,Unknown,23.316666666666666
0.7923963856354657,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,3,20,37,16,0.5555555555555556,1,278.1825317135779,35,car,Unknown,Unknown,11.083333333333334
1.1081485888680211,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,3,21,37,15,0.5833333333333334,1,54.54129385139913,35,car,Unknown,Unknown,56.95
0.36399737606407717,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,3,22,37,14,0.6111111111111112,1,326.63613617534065,35,car,Unknown,Unknown,18.716666666666665
0.6142391408126183,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,3,23,37,13,0.6388888888888888,1,47.68074481632567,35,car,Unknown,Unknown,4.883333333333334
0.538328486062565,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,3,24,37,12,0.6666666666666666,1,132.71222109068378,35,car,Unknown,Unknown,14.4
0.949777023127339,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,3,25,37,11,0.6944444444444444,1,178.59987464375013,35,car,Unknown,Unknown,16.966666666666665
0.17333581765956257,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,3,26,37,10,0.7222222222222222,1,201.0317837328437,35,car,Unknown,Unknown,7.733333333333333
0.2787068792928959,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,3,28,37,8,0.7777777777777778,1,149.29090333270256,35,car,Unknown,Unknown,4.85
0.3874775327797714,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,3,29,37,7,0.8055555555555556,1,63.40447518842808,35,car,Unknown,Unknown,7.033333333333333
0.19446482240984203,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,3,30,37,6,0.8333333333333334,1,321.35973305841657,35,car,Unknown,Unknown,4.616666666666666
0.17132791645104165,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,3,31,37,5,0.8611111111111112,1,26.324668309884657,35,car,Unknown,Unknown,14.3
0.2844408309990162,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,3,32,37,4,0.8888888888888888,1,7.860805410645526,35,car,Unknown,Unknown,11.4
0.2334346586524079,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,3,33,37,3,0.9166666666666666,1,330.6023086842937,35,car,Unknown,Unknown,6.633333333333334
0.2610597192722895,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,3,34,37,2,0.9444444444444444,1,326.68790646831883,35,car,Unknown,Unknown,16.35
0.32161698086131674,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,3,35,37,1,0.9722222222222222,1,16.094750264425215,35,car,Unknown,Unknown,3.95
6.6096744291579315,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,1,0,9,8,0.0,0,76.04923286603724,-1,car,Unknown,Unknown,46.25
1.34614217865255,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1,1,9,7,0.125,0,171.08760109354557,-1,car,Unknown,Unknown,8.833333333333334
1.5326209443900514,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1,2,9,6,0.25,0,242.32234226889915,-1,car,Unknown,Unknown,16.333333333333332
0.8212723073784207,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1,3,9,5,0.375,0,119.79287430118404,-1,car,Unknown,Unknown,50.666666666666664
2.6104794767374466,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,1,4,9,4,0.5,0,101.93083507979645,-1,car,Unknown,Unknown,28.65
1.4453918403127148,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,5,9,3,0.625,0,320.86317562760877,22,car,Unknown,Unknown,9.7
1.2574130897888331,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,6,9,2,0.75,0,244.555150590078,-1,car,Unknown,Unknown,5.916666666666667
4.217106347891774,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,7,9,1,0.875,0,40.47812738958095,-1,car,Unknown,Unknown,44.7
5.867387348585777,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,4,0,8,7,0.0,0,196.7764811303007,-1,car,Unknown,Unknown,81.41666666666667
1.7476701418597669,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,4,1,8,6,0.14285714285714285,0,146.7205527094602,-1,car,Unknown,Unknown,6.966666666666667
0.476905915260716,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,4,2,8,5,0.2857142857142857,0,61.52163162101016,-1,car,Unknown,Unknown,16.433333333333334
1.569977397475468,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,4,3,8,4,0.42857142857142855,0,311.76565821470706,-1,car,Unknown,Unknown,22.483333333333334
